WTA,Location,Tournament,Date,Tier,Court,surface,Round,best_of,winner_name,loser_name,winner_rank,loser_rank,winner_rank_points,loser_rank_points,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,tourney_date
11,Dubai,Dubai Duty Free Tennis Championships,2024-02-18,WTA1000,Outdoor,Hard,1st Round,3,Cirstea S.,Kenin S.,22.0,55.0,1893.0,1180.0,6.0,3.0,7.0,6.0,,,2.0,0.0,Completed,1.57,2.38,1.63,2.4,1.63,2.4,1.57,2.36,20240218
11,Dubai,Dubai Duty Free Tennis Championships,2024-02-19,WTA1000,Outdoor,Hard,1st Round,3,Fernandez L.A.,Pera B.,33.0,83.0,1540.0,877.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.33,3.4,1.37,3.32,1.37,3.4,1.35,3.18,20240219
11,Dubai,Dubai Duty Free Tennis Championships,2024-02-19,WTA1000,Outdoor,Hard,1st Round,3,Azarenka V.,Rus A.,27.0,43.0,1631.0,1271.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.14,5.5,1.16,6.12,1.16,6.12,1.14,5.62,20240219
11,Dubai,Dubai Duty Free Tennis Championships,2024-02-19,WTA1000,Outdoor,Hard,1st Round,3,Martic P.,Dolehide C.,61.0,45.0,1079.0,1263.0,6.0,4.0,7.0,6.0,,,2.0,0.0,Completed,1.4,3.0,1.43,3.02,1.44,3.02,1.41,2.88,20240219
11,Dubai,Dubai Duty Free Tennis Championships,2024-02-19,WTA1000,Outdoor,Hard,1st Round,3,Pliskova Ka.,Zhang S.,36.0,776.0,1462.0,40.0,6.0,3.0,7.0,5.0,,,2.0,0.0,Completed,1.1,7.0,1.09,9.2,1.1,9.2,1.08,7.48,20240219
11,Dubai,Dubai Duty Free Tennis Championships,2024-02-19,WTA1000,Outdoor,Hard,1st Round,3,Potapova A.,Zhu L.,35.0,57.0,1467.0,1152.0,4.0,6.0,6.0,2.0,6.0,4.0,2.0,1.0,Completed,1.73,2.1,1.77,2.15,1.77,2.15,1.72,2.1,20240219
11,Dubai,Dubai Duty Free Tennis Championships,2024-02-19,WTA1000,Outdoor,Hard,1st Round,3,Pavlyuchenkova A.,Bouzkova M.,24.0,37.0,1810.0,1429.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.44,2.75,1.51,2.74,1.51,2.8,1.45,2.74,20240219
11,Dubai,Dubai Duty Free Tennis Championships,2024-02-19,WTA1000,Outdoor,Hard,1st Round,3,Ostapenko J.,Wang Xiy.,9.0,64.0,3533.0,1054.0,5.0,7.0,6.0,2.0,6.0,3.0,2.0,1.0,Completed,1.3,3.5,1.32,3.69,1.32,3.69,1.3,3.46,20240219
11,Dubai,Dubai Duty Free Tennis Championships,2024-02-19,WTA1000,Outdoor,Hard,1st Round,3,Kudermetova V.,Yastremska D.,19.0,29.0,2250.0,1607.0,6.0,0.0,1.0,6.0,6.0,0.0,2.0,1.0,Completed,1.62,2.3,1.61,2.44,1.65,2.45,1.61,2.3,20240219
11,Dubai,Dubai Duty Free Tennis Championships,2024-02-19,WTA1000,Outdoor,Hard,1st Round,3,Samsonova L.,Tomova V.,15.0,68.0,2590.0,1009.0,7.0,6.0,6.0,3.0,,,2.0,0.0,Completed,1.22,4.33,1.25,4.41,1.25,4.41,1.22,4.18,20240219
11,Dubai,Dubai Duty Free Tennis Championships,2024-02-19,WTA1000,Outdoor,Hard,1st Round,3,Sun L.,Badosa P.,181.0,74.0,428.0,962.0,6.0,4.0,,,,,1.0,0.0,Retired,4.5,1.2,4.9,1.21,4.9,1.23,4.47,1.2,20240219
11,Dubai,Dubai Duty Free Tennis Championships,2024-02-19,WTA1000,Outdoor,Hard,1st Round,3,Svitolina E.,Kalinina A.,20.0,32.0,2212.0,1545.0,6.0,3.0,7.0,6.0,,,2.0,0.0,Completed,1.4,3.0,1.4,3.18,1.43,3.18,1.38,2.97,20240219
11,Dubai,Dubai Duty Free Tennis Championships,2024-02-19,WTA1000,Outdoor,Hard,1st Round,3,Bronzetti L.,Kasatkina D.,60.0,13.0,1117.0,3063.0,7.0,6.0,4.0,6.0,7.0,5.0,2.0,1.0,Completed,4.33,1.22,4.32,1.25,4.38,1.26,4.07,1.23,20240219
11,Dubai,Dubai Duty Free Tennis Championships,2024-02-20,WTA1000,Outdoor,Hard,2nd Round,3,Paolini J.,Fernandez L.A.,26.0,33.0,1735.0,1540.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,3.5,1.3,3.59,1.33,3.6,1.36,3.39,1.31,20240220
11,Dubai,Dubai Duty Free Tennis Championships,2024-02-20,WTA1000,Outdoor,Hard,2nd Round,3,Frech M.,Martic P.,53.0,61.0,1190.0,1079.0,6.0,4.0,1.0,6.0,6.0,2.0,2.0,1.0,Completed,1.91,1.91,1.88,2.0,1.91,2.0,1.86,1.93,20240220
11,Dubai,Dubai Duty Free Tennis Championships,2024-02-20,WTA1000,Outdoor,Hard,2nd Round,3,Vondrousova M.,Stearns P.,8.0,65.0,3856.0,1041.0,6.0,1.0,5.0,7.0,6.0,2.0,2.0,1.0,Completed,1.3,3.5,1.37,3.36,1.38,3.53,1.33,3.26,20240220
11,Dubai,Dubai Duty Free Tennis Championships,2024-02-20,WTA1000,Outdoor,Hard,2nd Round,3,Sakkari M.,Navarro E.,11.0,23.0,3455.0,1863.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,2.1,1.73,2.05,1.84,2.12,1.84,2.02,1.78,20240220
11,Dubai,Dubai Duty Free Tennis Championships,2024-02-20,WTA1000,Outdoor,Hard,2nd Round,3,Vekic D.,Sabalenka A.,31.0,2.0,1580.0,8905.0,6.0,7.0,6.0,3.0,6.0,0.0,2.0,1.0,Completed,8.0,1.08,8.08,1.11,8.4,1.12,7.12,1.09,20240220
11,Dubai,Dubai Duty Free Tennis Championships,2024-02-20,WTA1000,Outdoor,Hard,2nd Round,3,Samsonova L.,Pavlyuchenkova A.,15.0,24.0,2590.0,1810.0,,,,,,,,,Walkover,2.0,1.8,2.19,1.75,2.22,1.83,2.08,1.74,20240220
11,Dubai,Dubai Duty Free Tennis Championships,2024-02-20,WTA1000,Outdoor,Hard,2nd Round,3,Kalinskaya A.,Bucsa C.,40.0,67.0,1323.0,1020.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.17,5.0,1.21,5.02,1.22,5.05,1.19,4.65,20240220
11,Dubai,Dubai Duty Free Tennis Championships,2024-02-20,WTA1000,Outdoor,Hard,2nd Round,3,Cirstea S.,Kudermetova V.,22.0,19.0,1893.0,2250.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.91,1.91,1.93,1.95,1.95,1.98,1.89,1.9,20240220
11,Dubai,Dubai Duty Free Tennis Championships,2024-02-20,WTA1000,Outdoor,Hard,2nd Round,3,Svitolina E.,Maria T.,20.0,54.0,2212.0,1185.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.14,5.5,1.16,6.13,1.17,6.13,1.14,5.49,20240220
11,Dubai,Dubai Duty Free Tennis Championships,2024-02-20,WTA1000,Outdoor,Hard,2nd Round,3,Potapova A.,Bronzetti L.,35.0,60.0,1467.0,1117.0,6.0,0.0,6.0,3.0,,,2.0,0.0,Completed,1.44,2.75,1.48,2.83,1.5,2.83,1.45,2.71,20240220
11,Dubai,Dubai Duty Free Tennis Championships,2024-02-20,WTA1000,Outdoor,Hard,2nd Round,3,Ostapenko J.,Sun L.,9.0,181.0,3533.0,428.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.13,6.0,1.13,6.91,1.14,6.91,1.12,6.07,20240220
11,Dubai,Dubai Duty Free Tennis Championships,2024-02-20,WTA1000,Outdoor,Hard,2nd Round,3,Rybakina E.,Azarenka V.,4.0,27.0,6738.0,1631.0,4.0,6.0,6.0,2.0,,,1.0,1.0,Retired,1.33,3.4,1.35,3.47,1.36,3.5,1.32,3.31,20240220
11,Dubai,Dubai Duty Free Tennis Championships,2024-02-20,WTA1000,Outdoor,Hard,2nd Round,3,Zheng Q.,Hibino N.,7.0,90.0,3885.0,806.0,5.0,7.0,6.0,2.0,6.0,2.0,2.0,1.0,Completed,1.14,5.5,1.14,6.67,1.17,6.67,1.13,5.75,20240220
11,Dubai,Dubai Duty Free Tennis Championships,2024-02-20,WTA1000,Outdoor,Hard,2nd Round,3,Swiatek I.,Stephens S.,1.0,41.0,10300.0,1322.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.05,11.0,1.05,14.71,1.06,14.71,1.04,11.08,20240220
11,Dubai,Dubai Duty Free Tennis Championships,2024-02-20,WTA1000,Outdoor,Hard,2nd Round,3,Pliskova Ka.,Krueger A.,36.0,76.0,1462.0,936.0,6.0,7.0,6.0,3.0,6.0,4.0,2.0,1.0,Completed,1.62,2.3,1.67,2.33,1.7,2.38,1.63,2.25,20240220
11,Dubai,Dubai Duty Free Tennis Championships,2024-02-20,WTA1000,Outdoor,Hard,2nd Round,3,Gauff C.,Cocciaretto E.,3.0,58.0,7110.0,1148.0,6.0,1.0,7.0,5.0,,,2.0,0.0,Completed,1.1,7.0,1.14,6.74,1.14,7.0,1.11,6.4,20240220
11,Dubai,Dubai Duty Free Tennis Championships,2024-02-21,WTA1000,Outdoor,Hard,3rd Round,3,Paolini J.,Sakkari M.,26.0,11.0,1735.0,3455.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,2.63,1.5,2.79,1.5,2.79,1.53,2.57,1.5,20240221
11,Dubai,Dubai Duty Free Tennis Championships,2024-02-21,WTA1000,Outdoor,Hard,3rd Round,3,Vondrousova M.,Samsonova L.,8.0,15.0,3856.0,2590.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,2.0,1.8,2.25,1.72,2.25,1.85,2.04,1.77,20240221
11,Dubai,Dubai Duty Free Tennis Championships,2024-02-21,WTA1000,Outdoor,Hard,3rd Round,3,Kalinskaya A.,Ostapenko J.,40.0,9.0,1323.0,3533.0,6.0,4.0,7.0,5.0,,,2.0,0.0,Completed,2.3,1.62,2.33,1.68,2.33,1.69,2.23,1.65,20240221
11,Dubai,Dubai Duty Free Tennis Championships,2024-02-21,WTA1000,Outdoor,Hard,3rd Round,3,Rybakina E.,Frech M.,4.0,53.0,6738.0,1190.0,7.0,6.0,3.0,6.0,6.0,4.0,2.0,1.0,Completed,1.1,7.0,1.11,8.07,1.11,8.5,1.09,7.11,20240221
11,Dubai,Dubai Duty Free Tennis Championships,2024-02-21,WTA1000,Outdoor,Hard,3rd Round,3,Cirstea S.,Vekic D.,22.0,31.0,1893.0,1580.0,3.0,6.0,6.0,3.0,7.0,5.0,2.0,1.0,Completed,1.8,2.0,1.93,1.98,1.93,2.02,1.84,1.95,20240221
11,Dubai,Dubai Duty Free Tennis Championships,2024-02-21,WTA1000,Outdoor,Hard,3rd Round,3,Gauff C.,Pliskova Ka.,3.0,36.0,7110.0,1462.0,2.0,6.0,6.0,4.0,6.0,3.0,2.0,1.0,Completed,1.22,4.33,1.2,5.23,1.24,5.23,1.2,4.51,20240221
11,Dubai,Dubai Duty Free Tennis Championships,2024-02-21,WTA1000,Outdoor,Hard,3rd Round,3,Swiatek I.,Svitolina E.,1.0,20.0,10300.0,2212.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.2,4.5,1.22,4.95,1.23,5.5,1.19,4.68,20240221
11,Dubai,Dubai Duty Free Tennis Championships,2024-02-21,WTA1000,Outdoor,Hard,3rd Round,3,Zheng Q.,Potapova A.,7.0,35.0,3885.0,1467.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.44,2.75,1.47,2.92,1.51,2.92,1.45,2.72,20240221
11,Dubai,Dubai Duty Free Tennis Championships,2024-02-22,WTA1000,Outdoor,Hard,Quarterfinals,3,Cirstea S.,Vondrousova M.,22.0,8.0,1893.0,3856.0,2.0,6.0,7.0,6.0,6.0,2.0,2.0,1.0,Completed,2.3,1.62,2.32,1.68,2.33,1.7,2.26,1.63,20240222
11,Dubai,Dubai Duty Free Tennis Championships,2024-02-22,WTA1000,Outdoor,Hard,Quarterfinals,3,Paolini J.,Rybakina E.,26.0,4.0,1735.0,6738.0,,,,,,,,,Walkover,4.33,1.22,4.84,1.22,5,1.22,4.63,1.19,20240222
11,Dubai,Dubai Duty Free Tennis Championships,2024-02-22,WTA1000,Outdoor,Hard,Quarterfinals,3,Swiatek I.,Zheng Q.,1.0,7.0,10300.0,3885.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.17,5.0,1.14,6.7,1.18,6.7,1.15,5.54,20240222
11,Dubai,Dubai Duty Free Tennis Championships,2024-02-22,WTA1000,Outdoor,Hard,Quarterfinals,3,Kalinskaya A.,Gauff C.,40.0,3.0,1323.0,7110.0,2.0,6.0,6.0,4.0,6.0,2.0,2.0,1.0,Completed,3.4,1.33,3.28,1.39,3.71,1.39,3.23,1.35,20240222
11,Dubai,Dubai Duty Free Tennis Championships,2024-02-23,WTA1000,Outdoor,Hard,Semifinals,3,Paolini J.,Cirstea S.,26.0,22.0,1735.0,1893.0,6.0,2.0,7.0,6.0,,,2.0,0.0,Completed,2.0,1.8,2.03,1.88,2.1,1.91,2.0,1.81,20240223
11,Dubai,Dubai Duty Free Tennis Championships,2024-02-23,WTA1000,Outdoor,Hard,Semifinals,3,Kalinskaya A.,Swiatek I.,40.0,1.0,1323.0,10300.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,6.5,1.11,8.1,1.11,8.1,1.15,6.89,1.1,20240223
11,Dubai,Dubai Duty Free Tennis Championships,2024-02-24,WTA1000,Outdoor,Hard,The Final,3,Paolini J.,Kalinskaya A.,26.0,40.0,1735.0,1323.0,4.0,6.0,7.0,5.0,7.0,5.0,2.0,1.0,Completed,3.0,1.4,3.06,1.43,3.3,1.43,2.97,1.4,20240224
12,Austin,ATX Open,2024-02-26,WTA250,Outdoor,Hard,1st Round,3,Yuan Y.,Rodionova Ar.,68.0,99.0,1006.0,745.0,3.0,6.0,6.0,3.0,6.0,1.0,2.0,1.0,Completed,1.44,2.75,1.43,3.01,1.5,3.01,1.41,2.83,20240226
12,Austin,ATX Open,2024-02-26,WTA250,Outdoor,Hard,1st Round,3,Parry D.,Ponchet J.,62.0,146.0,1073.0,521.0,6.0,3.0,7.0,6.0,,,2.0,0.0,Completed,1.57,2.38,1.51,2.69,1.57,2.69,1.49,2.57,20240226
12,Austin,ATX Open,2024-02-26,WTA250,Outdoor,Hard,1st Round,3,Wang Y.,Bronzetti L.,69.0,52.0,993.0,1192.0,7.0,6.0,6.0,4.0,,,2.0,0.0,Completed,1.8,2.0,1.8,2.09,1.83,2.1,1.77,2.01,20240226
12,Austin,ATX Open,2024-02-27,WTA250,Outdoor,Hard,1st Round,3,Osorio M.,Cornet A.,98.0,104.0,753.0,718.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.44,2.75,1.52,2.66,1.53,2.75,1.46,2.66,20240227
12,Austin,ATX Open,2024-02-27,WTA250,Outdoor,Hard,1st Round,3,Arango E.,Parks A.,121.0,117.0,617.0,642.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,2.75,1.44,2.7,1.51,2.9,1.51,2.69,1.45,20240227
12,Austin,ATX Open,2024-02-27,WTA250,Outdoor,Hard,1st Round,3,Rakhimova K.,Wickmayer Y.,94.0,87.0,778.0,828.0,6.0,3.0,6.0,7.0,7.0,6.0,2.0,1.0,Completed,1.62,2.3,1.67,2.31,1.67,2.38,1.62,2.26,20240227
12,Austin,ATX Open,2024-02-27,WTA250,Outdoor,Hard,1st Round,3,Semenistaja D.,Jimenez Kasintseva V.,115.0,318.0,654.0,217.0,6.0,7.0,6.0,2.0,6.0,4.0,2.0,1.0,Completed,1.4,3.0,1.43,2.99,1.43,3.27,1.38,2.96,20240227
12,Austin,ATX Open,2024-02-27,WTA250,Outdoor,Hard,1st Round,3,Townsend T.,Contreras Gomez F.,83.0,366.0,882.0,176.0,3.0,6.0,6.0,2.0,6.0,3.0,2.0,1.0,Completed,1.13,6.0,1.12,7.39,1.15,7.39,1.1,6.53,20240227
12,Austin,ATX Open,2024-02-27,WTA250,Outdoor,Hard,1st Round,3,Stephens S.,Martincova T.,40.0,155.0,1327.0,485.0,6.0,4.0,6.0,0.0,,,2.0,0.0,Completed,1.29,3.75,1.29,3.88,1.32,3.88,1.28,3.59,20240227
12,Austin,ATX Open,2024-02-27,WTA250,Outdoor,Hard,1st Round,3,Wang Xiy.,Podoroska N.,64.0,85.0,1054.0,852.0,7.0,5.0,6.0,4.0,,,2.0,0.0,Completed,1.25,4.0,1.24,4.46,1.31,4.46,1.24,3.96,20240227
12,Austin,ATX Open,2024-02-27,WTA250,Outdoor,Hard,1st Round,3,Kalinina A.,Bejlek S.,35.0,132.0,1470.0,566.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.8,2.0,1.79,2.11,1.88,2.11,1.79,2.0,20240227
12,Austin,ATX Open,2024-02-27,WTA250,Outdoor,Hard,1st Round,3,Volynets K.,Zarazua R.,112.0,102.0,662.0,726.0,6.0,4.0,7.0,6.0,,,2.0,0.0,Completed,1.44,2.75,1.48,2.79,1.48,2.81,1.44,2.75,20240227
12,Austin,ATX Open,2024-02-27,WTA250,Outdoor,Hard,1st Round,3,Vickery S.,Marino R.,134.0,147.0,556.0,520.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,2.1,1.73,2.23,1.71,2.24,1.75,2.15,1.68,20240227
12,Austin,ATX Open,2024-02-27,WTA250,Outdoor,Hard,1st Round,3,Sevastova A.,Riera J.,485.0,116.0,112.0,646.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.53,2.5,1.45,2.9,1.54,2.9,1.48,2.6,20240227
12,Austin,ATX Open,2024-02-28,WTA250,Outdoor,Hard,1st Round,3,Schmiedlova A.,Stearns P.,76.0,61.0,925.0,1096.0,6.0,2.0,4.0,6.0,7.0,5.0,2.0,1.0,Completed,3.2,1.36,3.31,1.37,3.33,1.4,3.14,1.35,20240228
12,Austin,ATX Open,2024-02-28,WTA250,Outdoor,Hard,1st Round,3,Collins D.,Gadecki O.,48.0,143.0,1236.0,528.0,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,1.13,6.0,1.12,7.12,1.13,8.54,1.11,6.41,20240228
12,Austin,ATX Open,2024-02-28,WTA250,Outdoor,Hard,2nd Round,3,Wang Y.,Arango E.,69.0,121.0,993.0,617.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.25,4.0,1.27,4.06,1.3,4.06,1.26,3.79,20240228
12,Austin,ATX Open,2024-02-28,WTA250,Outdoor,Hard,2nd Round,3,Yuan Y.,Townsend T.,68.0,83.0,1006.0,882.0,6.0,3.0,7.0,6.0,,,2.0,0.0,Completed,2.2,1.67,2.21,1.72,2.21,1.73,2.14,1.69,20240228
12,Austin,ATX Open,2024-02-29,WTA250,Outdoor,Hard,2nd Round,3,Kalinina A.,Osorio M.,35.0,98.0,1470.0,753.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,1.73,2.1,1.79,2.1,1.8,2.12,1.75,2.05,20240229
12,Austin,ATX Open,2024-02-29,WTA250,Outdoor,Hard,2nd Round,3,Parry D.,Rakhimova K.,62.0,94.0,1073.0,778.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.53,2.5,1.6,2.45,1.62,2.51,1.55,2.41,20240229
12,Austin,ATX Open,2024-02-29,WTA250,Outdoor,Hard,2nd Round,3,Wang Xiy.,Semenistaja D.,64.0,115.0,1054.0,654.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,1.33,3.4,1.29,4.0,1.36,4.0,1.29,3.54,20240229
12,Austin,ATX Open,2024-02-29,WTA250,Outdoor,Hard,2nd Round,3,Collins D.,Volynets K.,48.0,112.0,1236.0,662.0,4.0,6.0,7.0,6.0,6.0,0.0,2.0,1.0,Completed,1.22,4.33,1.23,4.54,1.23,4.81,1.2,4.36,20240229
12,Austin,ATX Open,2024-03-01,WTA250,Outdoor,Hard,2nd Round,3,Sevastova A.,Stephens S.,485.0,40.0,112.0,1327.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,2.75,1.44,2.87,1.46,2.87,1.54,2.72,1.45,20240301
12,Austin,ATX Open,2024-03-01,WTA250,Outdoor,Hard,2nd Round,3,Schmiedlova A.,Vickery S.,76.0,134.0,925.0,556.0,5.0,7.0,7.0,6.0,7.0,5.0,2.0,1.0,Completed,2.2,1.67,2.29,1.68,2.31,1.73,2.23,1.64,20240301
12,Austin,ATX Open,2024-03-01,WTA250,Outdoor,Hard,Quarterfinals,3,Kalinina A.,Parry D.,35.0,62.0,1470.0,1073.0,1.0,6.0,6.0,4.0,6.0,2.0,2.0,1.0,Completed,1.62,2.3,1.69,2.3,1.69,2.78,1.61,2.29,20240301
12,Austin,ATX Open,2024-03-01,WTA250,Outdoor,Hard,Quarterfinals,3,Wang Xiy.,Collins D.,64.0,48.0,1054.0,1236.0,6.0,2.0,,,,,1.0,0.0,Retired,2.75,1.44,2.72,1.52,2.78,1.57,2.65,1.47,20240301
12,Austin,ATX Open,2024-03-02,WTA250,Outdoor,Hard,Quarterfinals,3,Schmiedlova A.,Sevastova A.,76.0,485.0,925.0,112.0,4.0,6.0,1.0,2.0,,,0.0,1.0,Retired,3.2,1.36,3.34,1.38,3.34,1.41,3.07,1.36,20240302
12,Austin,ATX Open,2024-03-02,WTA250,Outdoor,Hard,Quarterfinals,3,Yuan Y.,Wang Y.,68.0,69.0,1006.0,993.0,6.0,3.0,7.0,5.0,,,2.0,0.0,Completed,2.0,1.8,2.06,1.85,2.06,1.85,2.01,1.78,20240302
12,Austin,ATX Open,2024-03-02,WTA250,Outdoor,Hard,Semifinals,3,Wang Xiy.,Kalinina A.,64.0,35.0,1054.0,1470.0,6.0,3.0,7.0,6.0,,,2.0,0.0,Completed,1.67,2.2,1.72,2.26,1.8,2.26,1.72,2.12,20240302
12,Austin,ATX Open,2024-03-03,WTA250,Outdoor,Hard,Semifinals,3,Yuan Y.,Schmiedlova A.,68.0,76.0,1006.0,925.0,6.0,0.0,6.0,3.0,,,2.0,0.0,Completed,1.44,2.75,1.4,3.22,1.46,3.22,1.39,2.92,20240303
12,Austin,ATX Open,2024-03-03,WTA250,Outdoor,Hard,The Final,3,Yuan Y.,Wang Xiy.,68.0,64.0,1006.0,1054.0,6.0,4.0,7.0,6.0,,,2.0,0.0,Completed,2.63,1.5,2.69,1.53,2.75,1.55,2.64,1.48,20240303
13,San Diego,San Diego Open,2024-02-26,WTA500,Outdoor,Hard,1st Round,3,Boulter K.,Tsurenko L.,49.0,36.0,1218.0,1464.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.8,2.0,1.85,2.03,1.95,2.1,1.81,1.98,20240226
13,San Diego,San Diego Open,2024-02-26,WTA500,Outdoor,Hard,1st Round,3,Niemeier J.,Gracheva V.,126.0,55.0,590.0,1186.0,6.0,3.0,6.0,0.0,,,2.0,0.0,Completed,1.67,2.2,1.68,2.29,1.73,2.3,1.65,2.2,20240226
13,San Diego,San Diego Open,2024-02-27,WTA500,Outdoor,Hard,1st Round,3,Saville D.,Zhu L.,148.0,58.0,519.0,1152.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,2.0,1.8,2.03,1.85,2.1,2.02,1.94,1.85,20240227
13,San Diego,San Diego Open,2024-02-27,WTA500,Outdoor,Hard,1st Round,3,Stakusic M.,Melnikova M.,283.0,440.0,261.0,131.0,6.0,4.0,5.0,7.0,6.0,1.0,2.0,1.0,Completed,1.25,4.0,1.23,4.53,1.25,4.53,1.22,4.14,20240227
13,San Diego,San Diego Open,2024-02-27,WTA500,Outdoor,Hard,1st Round,3,Wang Xin.,Tauson C.,41.0,92.0,1316.0,781.0,6.0,2.0,2.0,6.0,6.0,1.0,2.0,1.0,Completed,2.1,1.73,2.25,1.69,2.25,1.78,2.14,1.69,20240227
13,San Diego,San Diego Open,2024-02-27,WTA500,Outdoor,Hard,1st Round,3,Kostyuk M.,Li A.,34.0,167.0,1521.0,452.0,6.0,4.0,4.0,6.0,6.0,2.0,2.0,1.0,Completed,1.2,4.5,1.2,4.95,1.26,4.95,1.2,4.44,20240227
13,San Diego,San Diego Open,2024-02-27,WTA500,Outdoor,Hard,1st Round,3,Yastremska D.,Dolehide C.,33.0,45.0,1532.0,1263.0,6.0,4.0,5.0,7.0,6.0,1.0,2.0,1.0,Completed,1.5,2.63,1.58,2.53,1.58,2.63,1.52,2.48,20240227
13,San Diego,San Diego Open,2024-02-27,WTA500,Outdoor,Hard,1st Round,3,Siniakova K.,Hontama M.,43.0,119.0,1293.0,627.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.29,3.75,1.28,3.97,1.29,4.0,1.26,3.8,20240227
13,San Diego,San Diego Open,2024-02-27,WTA500,Outdoor,Hard,1st Round,3,Maria T.,Fernandez L.A.,47.0,32.0,1240.0,1545.0,6.0,7.0,4.0,0.0,,,0.0,1.0,Retired,4.5,1.2,4.79,1.21,4.81,1.22,4.44,1.2,20240227
13,San Diego,San Diego Open,2024-02-27,WTA500,Outdoor,Hard,1st Round,3,Preston T.,Frech M.,153.0,42.0,489.0,1315.0,6.0,4.0,4.0,6.0,6.0,1.0,2.0,1.0,Completed,3.75,1.29,3.72,1.31,3.75,1.34,3.46,1.3,20240227
13,San Diego,San Diego Open,2024-02-28,WTA500,Outdoor,Hard,1st Round,3,Vekic D.,Hui K.,28.0,872.0,1690.0,27.0,7.0,5.0,6.0,2.0,,,2.0,0.0,Completed,1.03,15.0,1.05,14.23,1.05,16.43,1.03,13.44,20240228
13,San Diego,San Diego Open,2024-02-28,WTA500,Outdoor,Hard,1st Round,3,Blinkova A.,Wozniacki C.,51.0,206.0,1192.0,372.0,1.0,6.0,6.0,4.0,6.0,1.0,2.0,1.0,Completed,2.3,1.62,2.36,1.64,2.36,1.67,2.27,1.62,20240228
13,San Diego,San Diego Open,2024-02-28,WTA500,Outdoor,Hard,2nd Round,3,Kostyuk M.,Preston T.,34.0,153.0,1521.0,489.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.3,3.5,1.32,3.67,1.33,3.67,1.3,3.4,20240228
13,San Diego,San Diego Open,2024-02-28,WTA500,Outdoor,Hard,2nd Round,3,Saville D.,Maria T.,148.0,47.0,519.0,1240.0,5.0,7.0,7.0,6.0,6.0,2.0,2.0,1.0,Completed,1.57,2.38,1.67,2.33,1.67,2.5,1.59,2.33,20240228
13,San Diego,San Diego Open,2024-02-29,WTA500,Outdoor,Hard,2nd Round,3,Boulter K.,Haddad Maia B.,49.0,13.0,1218.0,2870.0,3.0,6.0,6.0,3.0,6.0,4.0,2.0,1.0,Completed,2.3,1.62,2.23,1.72,2.32,1.73,2.18,1.67,20240229
13,San Diego,San Diego Open,2024-02-29,WTA500,Outdoor,Hard,2nd Round,3,Pegula J.,Niemeier J.,5.0,126.0,5050.0,590.0,6.0,0.0,6.0,4.0,,,2.0,0.0,Completed,1.14,5.5,1.18,5.57,1.19,5.95,1.15,5.26,20240229
13,San Diego,San Diego Open,2024-02-29,WTA500,Outdoor,Hard,2nd Round,3,Blinkova A.,Yastremska D.,51.0,33.0,1192.0,1532.0,7.0,6.0,6.0,2.0,,,2.0,0.0,Completed,2.2,1.67,2.27,1.7,2.27,1.74,2.16,1.68,20240229
13,San Diego,San Diego Open,2024-02-29,WTA500,Outdoor,Hard,2nd Round,3,Vekic D.,Stakusic M.,28.0,283.0,1690.0,261.0,6.0,4.0,3.0,6.0,6.0,3.0,2.0,1.0,Completed,1.36,3.2,1.39,3.24,1.39,3.3,1.35,3.15,20240229
